product_id,title,rating,ratings_count,initial_price,discount,final_price,category,seller_name,total_amount
18977246,AURELIA,4.1,140,4299,59.0,1750.0,dresses,Esh███ox ███mme█████████td,245000.0
18962990,Athena,4.2,35,2499,66.0,849.0,dresses,APE███PPA███S,29715.0
18956684,Forevermore,4.2,5,1599,,1599.0,dresses,Ami███nte███ise███,7995.0
18981160,Amydus,4.7,43,2799,,2799.0,dresses,BEG███01 ███EST██████,120357.0
18962952,Athena,4.2,3797,2799,60.0,1119.0,dresses,Ape███ppa███s -██████,4248843.0
15788324,Tokyo Talkies,4.2,347,1399,53.0,475.0,dresses,Vis███ St███,164825.0
15691070,QUIERO,4.1,474,2820,65.0,987.0,dresses,Per███nkl███esi██████,467838.0
13770986,all about you,4.2,38,2999,,2999.0,dresses,Unknown,113962.0
17592092,U&F,4.1,7,2899,74.0,753.0,dresses,SVP███XPO███ PR█████████ITE███,5271.0
17661682,Tokyo Talkies,4.1,13,1549,61.0,340.0,dresses,Vis███ St███,4420.0
17692718,Style Quotient,4.8,8,1599,69.0,495.0,dresses,Kri███n S███het█████████td,3960.0
17194598,Tokyo Talkies,4.3,48,1749,65.0,437.0,dresses,Vis███ St███,20976.0
17194592,Tokyo Talkies,4.1,240,1749,65.0,367.0,dresses,Vis███ St███,88080.0
18207478,Tokyo Talkies,4.1,333,699,60.0,279.0,dresses,Vis███ St███,92907.0
18996672,Bella Moda,4.6,8,2017,70.0,605.0,dresses,SHI███TRA███S,4840.0
15191784,Kazo,4.0,35,3690,60.0,1476.0,dresses,Kaz███ash███ PV█████████JIT███,51660.0
19213200,Label Ritu Kumar,4.8,5,5200,40.0,3120.0,dresses,REL███CE ███U K█████████ATE█████████,15600.0
19987092,Vastralay,4.2,17,2999,78.0,659.0,dresses,ASH███ PR███S,11203.0
10054817,Veni Vidi Vici,4.3,110,1890,60.0,756.0,dresses,NYM███EA ███HIO█████████ PR███████████████,83160.0
10054855,Veni Vidi Vici,4.2,389,1890,60.0,756.0,dresses,NYM███EA ███HIO█████████ PR███████████████,294084.0
10691426,SASSAFRAS,4.5,4441,2199,65.0,769.0,dresses,ARD███ Re███l C███,3415129.0
18963006,Athena,4.3,45,2499,68.0,799.0,dresses,APE███PPA███S,35955.0
19513066,Stylecast X Hersheinbox,4.5,11,2559,54.0,2559.0,dresses,Unknown,28149.0
18975316,Berrylush,4.2,31,3200,74.0,640.0,dresses,Sup███om ███,19840.0
21664826,aarke Ritu Kumar,4.0,6,2800,30.0,1960.0,dresses,REL███CE ███U K█████████ATE█████████,11760.0
21242962,Tommy Hilfiger,4.4,9,5999,40.0,5699.0,dresses,Fla███ech███tai███,51291.0
21653646,ONLY,4.6,5,3299,60.0,1319.0,dresses,ONL███ETA███PVT██████,6595.0
20022902,Slenor,4.4,10,3599,59.0,1475.0,dresses,Sle███ Ap███els███,14750.0
20046216,YK Disney,5.0,7,999,67.0,329.0,dresses,CRO███OAD███LOT█████████LTD███,2303.0
22590642,YU by Pantaloons,4.8,12,1499,52.0,719.0,dresses,Wes███ry ███din█████████d_P████████████,8628.0
13572604,Tokyo Talkies,4.2,58,1799,63.0,1799.0,dresses,Unknown,104342.0
13649832,all about you,4.3,56,1999,,1999.0,dresses,Unknown,111944.0
13387584,Wish Karo,4.1,11,1999,65.0,699.0,dresses,Kot███da ███est█████████Ltd███,7689.0
22622806,HERE&NOW,4.0,22,2999,67.0,989.0,dresses,ANI███OTH███,21758.0
13558254,Tokyo Talkies,4.1,934,1349,59.0,1349.0,dresses,Unknown,1259966.0
13586840,all about you,4.0,29,1899,55.0,1899.0,dresses,Unknown,55071.0
13586818,all about you,4.0,208,1899,54.0,1899.0,dresses,Unknown,394992.0
13406942,Global Desi,4.8,8,1799,75.0,449.0,dresses,OCH███AND███ACK█████████LIM██████,3592.0
1341220,Miss Chase,4.4,22,1149,10.0,689.0,dresses,CHA███LIF███YLE█████████,15158.0
13387582,Wish Karo,4.7,18,2123,65.0,743.0,dresses,Kot███da ███est█████████Ltd███,13374.0
13391540,Mast & Harbour,4.1,576,1999,66.0,679.0,dresses,SWARR,391104.0
13435624,Deewa,4.1,28,2199,69.0,681.0,dresses,Sun███ne ███t W██████,19068.0
13382036,plusS,4.2,623,1899,83.0,322.0,dresses,Shi███Int███ati█████████rel███,200606.0
13449506,DOOR74,5.0,7,2399,70.0,719.0,dresses,JXP███S,5033.0
22590644,YU by Pantaloons,4.7,17,1399,54.0,643.0,dresses,Wes███ry ███din█████████d_P████████████,10931.0
13398280,Zastraa,4.3,45,3299,70.0,989.0,dresses,MON███ CR███ION█████████,44505.0
22596522,Vero Moda,4.3,12,3799,65.0,1329.0,dresses,VER███ODA███TAI█████████,15948.0
12356000,KLEIO,4.6,8,3499,55.0,3499.0,duffel-bag,Unknown,27992.0
21656682,Dupatta Bazaar,4.3,33,999,51.0,499.0,dupatta,LAA███TEX███E P█████████,16467.0
22601210,Nimidiya,4.5,13,999,60.0,399.0,dupatta,PRE███TI ███LEC██████,5187.0
20195790,Dupatta Bazaar,4.7,10,999,48.0,999.0,dupatta,Unknown,9990.0
12999996,Vishudh,4.6,17,599,62.0,227.0,dupatta,Fla███tar███mme██████,3859.0
15713414,Crunchy Fashion,4.2,22,1998,68.0,639.0,earrings,Cru███y F███ion█████████,14058.0
15750524,Priyaasi,4.4,97,7999,74.0,2079.0,earrings,PRI███DES███S P█████████MIT███,201663.0
15014966,Priyaasi,4.9,13,3949,76.0,947.0,earrings,PRI███DES███S P█████████MIT███,12311.0
10125243,KARATCART,4.0,213,1282,62.0,487.0,earrings,KOK███V G███AL █████████,103731.0
10564232,PRITA BY PRIYAASI,4.3,727,1130,69.0,350.0,earrings,PRI███DES███S P█████████MIT███,254450.0
10135431,Priyaasi,4.5,347,1000,50.0,500.0,earrings,PRI███DES███S P█████████MIT███,173500.0
10125225,KARATCART,4.1,872,1568,73.0,423.0,earrings,KOK███V G███AL █████████,368856.0
10125241,KARATCART,4.2,22,1711,82.0,307.0,earrings,KOK███V G███AL █████████,6754.0
19925208,Yellow Chimes,4.1,14,774,44.0,433.0,earrings,MER███I F███S A█████████ION██████████████████,6062.0
17354670,ANIKAS CREATION,4.0,5,1995,69.0,1995.0,earrings,Unknown,9975.0
20041906,KARATCART,4.3,9,1730,65.0,605.0,earrings,KOK███V G███AL █████████,5445.0
22601952,SOHI,4.5,15,1455,76.0,349.0,earrings,Bil███nka███Pri█████████ted███,5235.0
22618882,Saraf RS Jewellery,4.2,99,3795,77.0,872.0,earrings,HB ███DER███RIV█████████ED,86328.0
14467848,GIVA,4.4,17,2799,50.0,1399.0,earrings,Ind███ewe███ash█████████ Lt███,23783.0
14399558,Shoshaa,4.6,21,2488,72.0,696.0,earrings,SHO███A D███GNS██████,14616.0
19072820,FemNmas,4.4,5,249,,249.0,earrings,FEM███MAS███,1245.0
13402874,Crunchy Fashion,4.2,6,1575,78.0,346.0,earrings,Cru███y F███ion█████████,2076.0
13340876,Kord Store,4.4,7,4524,88.0,542.0,earrings,Kor███yst███,3794.0
12930744,ANIKAS CREATION,4.4,16,1075,55.0,483.0,earrings,Jai███i J███lle███,7728.0
21990058,Rustorange,5.0,2,3299,55.0,1484.0,ethnic-dresses,Zak███i I███tec█████████ Li██████,2968.0
21992820,PANIT,4.4,14,7999,71.0,2319.0,ethnic-dresses,R.U███NGH███D G█████████PPA█████████████████████,32466.0
15741088,Ashnaina,4.1,88,1799,67.0,593.0,ethnic-dresses,WWC███ON ███LER███,52184.0
15788632,AURELIA,4.2,14,2499,44.0,1380.0,ethnic-dresses,Esh███ox ███mme█████████td,19320.0
15749780,W,4.3,23,3999,60.0,1599.0,ethnic-dresses,Fla███ech███tai███,36777.0
19990734,VASTRAMAY,4.7,9,2499,61.0,974.0,ethnic-dresses,Vas███may███t. ██████,8766.0
13404948,YASH GALLERY,4.1,67,3899,76.0,935.0,ethnic-dresses,Yas███all███ Pr█████████ite███,62645.0
13355452,Rangriti,4.4,33,1299,35.0,1299.0,ethnic-dresses,Sup███om ███,42867.0
13405888,Saanjh,4.0,7,1969,62.0,787.0,ethnic-dresses,SHA███ RE███LS,5509.0
15787112,Mamaearth,4.3,903,319,12.0,280.0,face-moisturisers,Hon███ Co███mer█████████Lim██████,252840.0
12926546,natural vibes,4.8,9,449,5.0,426.0,face-wash-and-cleanser,TRA███LA ███OM █████████,3834.0
16704788,Birkenstock,4.5,12,4990,,4990.0,flats,Net███str███tio█████████s P█████████,59880.0
21888172,Brauch,4.0,10,1499,60.0,599.0,flats,Bra███ En███pri██████,5990.0
21735080,Birkenstock,4.5,11,6990,,6990.0,flats,Net███str███tio█████████s P█████████,76890.0
21735014,Birkenstock,4.8,5,9490,,9490.0,flats,Net███str███tio█████████s P█████████,47450.0
21928414,Clarks,4.0,11,3499,,3499.0,flats,CLA███ RE███NCE█████████ PV██████,38489.0
18638536,CODE by Lifestyle,4.0,20,1499,50.0,1499.0,flats,Unknown,29980.0
13596626,Anouk,4.3,44,2299,,2299.0,flats,Unknown,101156.0
21205620,Tommy Hilfiger,4.3,8,2599,30.0,1559.0,flip-flops,PVH███VIN███ASH█████████TE ███████████████,12472.0
21497394,Puma,4.1,52,999,50.0,499.0,flip-flops,Omn███ch ███ail███,25948.0
18521180,Reebok,4.5,75,1999,50.0,999.0,flip-flops,Tru███m R███il,74925.0
20124616,Duke,4.3,20,399,35.0,259.0,flip-flops,Duk███ash███s I█████████ted███,5180.0
19790160,toothless,4.1,15,499,60.0,199.0,flip-flops,PUR███ UN███D S█████████ATE█████████,2985.0
18598106,Ginger by Lifestyle,4.4,45,499,40.0,499.0,flip-flops,Unknown,22455.0
16168398,Bata,4.1,38,599,25.0,449.0,flip-flops,Bat███ndi███imi█████████),17062.0
15134218,Paragon,4.0,66,599,45.0,329.0,flip-flops,Par███n P███mer█████████ Pv█████████,21714.0
21431930,yoho,4.0,24,1499,63.0,554.0,flip-flops,Inn███tiv███ife█████████hno█████████████████████,13296.0
13374286,Saral Home,4.7,7,1999,27.0,1459.0,floor-mats--dhurries,SAR███HOM███ASY█████████RIV████████████,10213.0
13374334,Saral Home,4.4,5,1999,27.0,1459.0,floor-mats--dhurries,SAR███HOM███ASY█████████RIV████████████,7295.0
21931392,Clarks,4.4,7,9999,40.0,5999.0,formal-shoes,CLA███ RE███NCE█████████ PV██████,41993.0
17755896,Red Tape,4.0,265,6899,70.0,6899.0,formal-shoes,Unknown,1828235.0
21602846,SUGAR,4.2,12,899,,899.0,foundation,VEL███TTE███FES█████████LTD███,10788.0
14950128,YK,4.5,62,699,50.0,349.0,gloves,V P███WAL███SIE█████████Y,21638.0
16721772,BodyHerbals,4.4,14,399,16.0,335.0,hair-brush-and-comb,PUR███ART███NTE█████████,4690.0
18584192,7 DAYS,4.5,13,499,56.0,219.0,hair-cream-and-mask,7 D███ OR███IC █████████,2847.0
18584190,7 DAYS,4.4,11,499,56.0,219.0,hair-masks,7 D███ OR███IC █████████,2409.0
21421856,Baggit,4.4,5,1990,50.0,796.0,handbags,Sup███om ███,3980.0
21421918,Baggit,4.6,18,1890,46.0,1039.0,handbags,Sup███om ███,18702.0
16696848,Accessorize,4.6,38,4995,61.0,1648.0,handbags,Tru███m R███il,62624.0
18200086,Caprese,4.0,59,3699,75.0,924.0,handbags,Ret███Net███,54516.0
7743536,Lino Perros,4.5,6,4495,66.0,4495.0,handbags,Unknown,26970.0
7743355,Lino Perros,4.3,14,3495,60.0,3495.0,handbags,Unknown,48930.0
17637810,Toteteca,4.8,5,3099,63.0,3099.0,handbags,Unknown,15495.0
17761230,Caprese,4.1,10,3999,70.0,3999.0,handbags,Unknown,39990.0
15188034,Metro,4.3,10,1290,,1290.0,handbags,MET███BRA███,12900.0
21762808,Baggit,4.6,10,1690,50.0,845.0,handbags,Bag███ In███ Pv██████,8450.0
21421996,Baggit,4.5,40,1990,50.0,995.0,handbags,Bag███ In███ Pv██████,39800.0
21621752,Berrylush,4.0,111,3299,59.0,1349.0,handbags,AJN███S T███ SO█████████RIV████████████,149739.0
13359482,FLYING BERRY,4.9,7,2999,44.0,1679.0,handbags,Abh███Ove███as ██████,11753.0
13389422,DailyObjects,4.3,123,2999,62.0,1139.0,handbags,Fir███Who███ale█████████,140097.0
13389410,DailyObjects,4.2,30,2999,62.0,1139.0,handbags,Fir███Who███ale█████████Lim██████,34170.0
19219056,BLAUPUNKT,4.5,11,5999,33.0,3999.0,headphones,Sup███om ███,43989.0
13474452,Allen Solly,4.3,14,2299,50.0,2299.0,heels,Unknown,32186.0
17647418,FOOTONS,5.0,2,3199,55.0,3199.0,heels,Unknown,6398.0
13475738,TRASE,4.0,39,1599,,1599.0,heels,Unknown,62361.0
22217088,DressBerry,4.1,34,1599,54.0,735.0,heels,KIR███ENT███RIS███,24990.0
22200396,Bruno Manetti,4.0,5,3999,63.0,1479.0,heels,BRU███SAL███PVT█████████,7395.0
19217010,Inc 5,4.4,14,2690,,2690.0,heels,INC███SHO███PRI█████████TED███,37660.0
15120922,Anouk,4.0,25,2699,60.0,1079.0,heels,Fla███ech███tai███,26975.0
16276014,Iris,4.5,6,700,15.0,595.0,home-fragrance-set,N R███A R███AND█████████ LT███,3570.0
19014822,mothercare,4.6,7,3499,45.0,2624.0,jackets,Kap███s R███il █████████,18368.0
19015560,U.S. Polo Assn. Kids,4.5,40,2499,43.0,1424.0,jackets,ARV███ LI███TYL█████████LIM██████,56960.0
19020502,U.S. Polo Assn.,4.4,338,6299,53.0,2960.0,jackets,ARV███ LI███TYL█████████LIM██████,1000480.0
19014828,mothercare,4.5,15,2999,25.0,2249.0,jackets,Kap███s R███il █████████,33735.0
19015652,U.S. Polo Assn. Kids,4.2,19,2799,46.0,1511.0,jackets,ARV███ LI███TYL█████████LIM██████,28709.0
19020536,U.S. Polo Assn.,4.1,91,6999,50.0,3499.0,jackets,ARV███ LI███TYL█████████LIM██████,318409.0
19020616,U.S. Polo Assn.,4.3,47,6299,30.0,3149.0,jackets,ARV███ LI███TYL█████████LIM██████,148003.0
19020478,U.S. Polo Assn.,4.3,150,4599,40.0,2759.0,jackets,Sup███om ███,413850.0
19020722,U.S. Polo Assn.,4.0,64,5999,50.0,2999.0,jackets,ARV███ LI███TYL█████████LIM██████,191936.0
19837040,High Star,4.1,41,3749,85.0,3749.0,jackets,Unknown,153709.0
19020654,U.S. Polo Assn.,4.0,54,6999,40.0,3499.0,jackets,ARV███ LI███TYL█████████LIM██████,188946.0
14991614,Roadster,4.2,363,1699,50.0,509.0,jackets,GAR███CRY███S L█████████,184767.0
16182066,People,4.3,71,1799,48.0,935.0,jackets,Wes███ry ███din█████████d_P████████████,66385.0
19231126,Mast & Harbour,4.2,31,4499,68.0,1439.0,jackets,Tru███m R███il,44609.0
19020564,U.S. Polo Assn.,4.3,112,5299,50.0,2649.0,jackets,ARV███ LI███TYL█████████LIM██████,296688.0
19015534,U.S. Polo Assn. Kids,4.1,33,2499,36.0,1599.0,jackets,ARV███ LI███TYL█████████LIM██████,52767.0
19020450,U.S. Polo Assn.,4.3,96,6499,40.0,3249.0,jackets,ARV███ LI███TYL█████████LIM██████,311904.0
19020572,U.S. Polo Assn.,4.0,95,5499,40.0,2749.0,jackets,ARV███ LI███TYL█████████LIM██████,261155.0
11973216,Mast & Harbour,4.0,378,2699,55.0,2699.0,jackets,Unknown,1020222.0
19020676,U.S. Polo Assn.,4.6,85,5699,45.0,3134.0,jackets,ARV███ LI███TYL█████████LIM██████,266390.0
19020568,U.S. Polo Assn.,4.2,199,6999,40.0,4199.0,jackets,Sup███om ███,835601.0
18973692,Levis,4.2,426,4099,57.0,4099.0,jeans,Vis███ St███,1746174.0
18973742,Levis,4.2,182,4399,48.0,2287.0,jeans,Lev███tra███ In█████████td,416234.0
18974084,Levis,4.2,135,4399,57.0,1891.0,jeans,Lev███tra███ In█████████td,255285.0
18873126,KETCH,4.0,20,1749,64.0,629.0,jeans,Sup███om ███,12580.0
18802522,BEAT LONDON by PEPE JEANS,4.0,20,2799,50.0,1399.0,jeans,Sup███om ███,27980.0
18973648,Levis,4.2,290,4099,,4099.0,jeans,Lev███tra███ In█████████td,1188710.0
18973888,Levis,4.4,333,4099,,4099.0,jeans,Vis███ St███,1364967.0
18973730,Levis,4.1,193,4399,49.0,4399.0,jeans,Vis███ St███,849007.0
18973948,Levis,4.0,30,4999,30.0,3499.0,jeans,Vis███ St███,104970.0
19008496,Calvin Klein Jeans,5.0,8,7999,40.0,4799.0,jeans,Pla███um ███hio███,38392.0
18992754,AMERICAN EAGLE OUTFITTERS,4.8,5,4499,60.0,1799.0,jeans,Wes███ry ███din█████████d_M██████,8995.0
18973922,Levis,4.1,237,4099,,4099.0,jeans,Vis███ St███,971463.0
18973950,Levis,4.1,156,4999,51.0,2449.0,jeans,Lev███tra███ In█████████td,382044.0
19842706,Llak Jeans,4.2,9,2299,75.0,2299.0,jeans,Unknown,20691.0
13768634,Nautica,4.6,16,4999,,4999.0,jeans,Unknown,79984.0
18973728,Levis,4.4,260,4399,47.0,4399.0,jeans,Vis███ St███,1143740.0
18903330,Levis,4.4,235,3299,20.0,1649.0,jeans,Lev███tra███ In█████████td,387515.0
18973740,Levis,4.3,340,4099,57.0,4099.0,jeans,Vis███ St███,1393660.0
18969982,Allen Solly Junior,4.2,6,1799,35.0,1169.0,jeans,Wes███ry ███din█████████d_M██████,7014.0
18734066,Flying Machine,4.1,26,2699,61.0,1052.0,jeans,ARV███ LI███TYL█████████LIM██████,27352.0
18993370,Blackberrys,4.3,29,3295,40.0,1647.0,jeans,Fla███tar███mme██████,47763.0
15190770,AMERICAN EAGLE OUTFITTERS,4.0,6,3999,60.0,1599.0,jeans,Wes███ry ███din█████████d_M██████,9594.0
15067844,Flying Machine,4.1,69,2399,50.0,1199.0,jeans,Ret███Net███,82731.0
18960434,Lee,4.4,34,3999,55.0,1999.0,jeans,PRA███RET███,67966.0
18973952,Levis,4.1,329,3499,48.0,3499.0,jeans,Vis███ St███,1151171.0
18689340,Flying Machine,4.3,36,2349,42.0,1362.0,jeans,ARV███ LI███TYL█████████LIM██████,49032.0
18973790,Levis,4.3,54,5599,50.0,2799.0,jeans,Lev███tra███ In█████████td,151146.0
21184968,HERE&NOW,4.6,111,2399,68.0,767.0,jeans,Omn███ch ███ail███,85137.0
18903148,Levis,4.3,150,3899,20.0,2027.0,jeans,Lev███tra███ In█████████td,304050.0
18734006,Flying Machine,4.3,42,2499,50.0,1249.0,jeans,Ret███Net███,52458.0
18928362,AMERICAN EAGLE OUTFITTERS,4.1,9,4499,60.0,1799.0,jeans,Wes███ry ███din█████████d_M██████,16191.0
18964420,American Bull,4.5,2,4299,62.0,1633.0,jeans,Bra███For███es,3266.0
18973914,Levis,4.4,243,3799,60.0,2089.0,jeans,Lev███tra███ In█████████td,507627.0
15049188,Roadster,4.5,50,2099,60.0,692.0,jumpsuit,Tru███t C███erc███,34600.0
19841310,SHOWOFF,4.0,4,1500,60.0,1500.0,kurtas,Unknown,6000.0
17760672,Cayman,4.0,11,1345,70.0,1345.0,kurtas,Unknown,14795.0
17656880,Vishudh,4.4,43,1499,43.0,1499.0,kurtas,Unknown,64457.0
16186258,Vishudh,4.2,87,1799,79.0,377.0,kurtas,Fla███tar███mme██████,32799.0
22110424,VASTRADO,5.0,2,1199,55.0,539.0,kurtas,CRE███VE ███MEN█████████E L█████████,1078.0
18637234,House of Pataudi,4.2,85,2499,,2499.0,kurtas,Unknown,212415.0
13562488,KSUT,4.3,95,1599,57.0,1599.0,kurtas,Unknown,151905.0
17644540,Libas,4.2,364,2499,64.0,899.0,kurtas,ZIV███ AP███EL █████████IMI██████,327236.0
13506804,Ishin,4.1,169,5199,54.0,5199.0,kurtas,Unknown,878631.0
18637284,House of Pataudi,4.1,34,3999,,3999.0,kurtas,Unknown,135966.0
19574714,Cayman,4.3,17,5995,50.0,5995.0,kurtas,Unknown,101915.0
19580226,DEVOILER,4.7,7,2499,55.0,2499.0,kurtas,Unknown,17493.0
19513786,Desi Mix,4.0,11,400,15.0,400.0,kurtas,Unknown,4400.0
12524816,HERE&NOW,4.1,937,1199,,1199.0,kurtas,Unknown,1123463.0
12531668,INDYA,4.4,10,2900,55.0,2900.0,kurtas,Unknown,29000.0
19688180,KALINI,4.1,11,1499,47.0,1499.0,kurtas,Unknown,16489.0
19027402,Jompers,4.5,6,3499,75.0,874.0,kurta-sets,IND███ NE███E P█████████MIT███,5244.0
18925432,Indo Era,4.7,14,5399,74.0,1403.0,kurta-sets,ZEN███R B███D T█████████ PR███████████████,19642.0
18946592,Indian Virasat,4.3,9,2999,72.0,839.0,kurta-sets,Tra███ion███Exp█████████rat██████,7551.0
19027352,Jompers,4.2,104,2199,66.0,747.0,kurta-sets,IND███ NE███E -██████,77688.0
17754514,Indo Era,4.1,91,6799,75.0,1699.0,kurta-sets,ZEN███R B███D T█████████ PR███████████████,154609.0
19027424,Jompers,4.1,151,2199,66.0,747.0,kurta-sets,IND███ NE███E P█████████MIT███,112797.0
19027432,Jompers,4.4,35,2999,63.0,1109.0,kurta-sets,IND███ NE███E -██████,38815.0
