order_id,customer_id,order_date,status,region_code
84,341,2025-06-27 01:18:27,DELIVERED,CENTRAL
85,213,2025-12-02 02:39:56,RETURNED,CENTRAL
86,373,2024-02-22 03:24:23,PLACED,EAST
87,69,2025-07-28 22:49:13,SHIPPED,CENTRAL
88,490,2025-08-17 22:13:48,SHIPPED,EAST
89,516,2025-11-27 00:00:00,SHIPPED,WEST
90,126,2025-04-26 22:34:43,CANCELLED,WEST
91,68,2024-07-11 14:05:05,SHIPPED,NORTH
92,283,2024-04-24 22:09:31,SHIPPED,NORTH
93,136,2025-04-30 11:26:28,PLACED,SOUTH
94,238,2025-06-16 20:21:26,DELIVERED,EAST
95,543,2025-07-15 14:29:19,CANCELLED,EAST
96,267,2024-08-20 15:23:18,PLACED,EAST
97,171,2025-09-25 05:45:34,RETURNED,SOUTH
98,120,2024-02-12 10:36:08,DELIVERED,SOUTH
99,36,2025-11-12 10:22:09,DELIVERED,SOUTH
100,125,2024-01-26 12:59:31,RETURNED,EAST
101,520,2024-12-05 20:45:18,SHIPPED,CENTRAL
102,453,2024-12-12 22:07:46,PLACED,CENTRAL
103,26,2025-02-15 19:53:14,PLACED,NORTH
104,200,2025-08-20 16:14:50,SHIPPED,NORTH
105,457,2025-11-24 21:05:32,DELIVERED,CENTRAL
106,58,2025-11-13 11:25:09,DELIVERED,WEST
107,292,2024-12-19 11:19:28,PLACED,WEST
108,426,2025-03-29 09:10:51,CANCELLED,WEST
109,89,2024-05-27 06:19:30,DELIVERED,EAST
110,385,2024-03-31 00:26:40,DELIVERED,CENTRAL
111,141,2024-07-23 05:53:24,DELIVERED,EAST
112,312,2025-05-20 17:47:29,DELIVERED,SOUTH
113,484,2024-05-07 20:42:57,SHIPPED,SOUTH
114,,2024-10-10 15:04:38,DELIVERED,CENTRAL
115,265,2025-10-05 21:30:44,DELIVERED,CENTRAL
116,,2024-09-22 05:37:03,DELIVERED,SOUTH
117,55,2024-10-06 11:26:40,DELIVERED,EAST
118,79,2025-06-10 06:49:40,PLACED,SOUTH
119,324,2025-12-02 09:17:43,DELIVERED,CENTRAL
120,148,2024-01-14 04:33:18,DELIVERED,EAST
121,167,2024-04-14 06:09:32,SHIPPED,CENTRAL
122,539,2025-06-28 22:35:44,PLACED,WEST
123,120,2024-05-14 00:30:22,DELIVERED,WEST
124,536,2024-12-16 00:00:00,CANCELLED,SOUTH
125,146,2025-12-05 07:19:08,RETURNED,WEST
126,115,2024-03-20 00:49:30,PLACED,NORTH
127,,2025-11-06 16:37:03,RETURNED,NORTH
128,11,2024-04-08 03:58:38,RETURNED,SOUTH
129,30,2024-04-02 04:54:47,RETURNED,EAST
130,513,2025-09-19 00:00:00,CANCELLED,NORTH
131,197,2024-10-15 05:57:48,RETURNED,NORTH
132,517,2025-12-25 15:23:44,DELIVERED,NORTH
133,364,2025-01-23 13:13:32,PLACED,EAST
134,113,2025-06-16 04:31:48,SHIPPED,NORTH
135,506,2024-04-28 12:18:29,SHIPPED,WEST
136,418,2024-10-24 00:00:00,CANCELLED,WEST
137,377,2024-07-02 00:43:31,DELIVERED,CENTRAL
138,88,2024-05-02 04:25:25,RETURNED,SOUTH
139,204,2024-12-12 06:38:54,PLACED,WEST
140,286,2025-12-31 18:37:17,CANCELLED,WEST
141,415,2025-05-11 16:17:09,PLACED,EAST
142,237,2025-10-05 04:01:06,CANCELLED,WEST
143,184,2025-01-26 19:43:20,DELIVERED,NORTH
144,533,2025-05-19 14:12:18,DELIVERED,EAST
145,19,2024-02-02 13:56:58,DELIVERED,WEST
146,37,2024-02-03 05:35:42,SHIPPED,SOUTH
147,138,2024-11-15 22:24:31,DELIVERED,WEST
148,482,2025-05-02 17:54:10,DELIVERED,WEST
149,387,2025-09-23 21:22:49,SHIPPED,NORTH
150,132,2025-01-10 11:51:47,DELIVERED,EAST
151,439,2024-12-19 00:00:00,SHIPPED,SOUTH
152,87,2025-12-05 02:55:19,SHIPPED,CENTRAL
153,472,2025-11-04 13:36:32,SHIPPED,WEST
154,325,2025-01-21 18:24:20,CANCELLED,NORTH
155,211,2024-12-10 15:32:51,SHIPPED,CENTRAL
156,447,2024-07-25 15:40:54,PLACED,CENTRAL
157,272,2024-02-18 09:36:25,DELIVERED,NORTH
158,98,2025-08-29 10:17:04,DELIVERED,WEST
159,79,2025-10-29 09:32:51,DELIVERED,EAST
160,412,2024-09-14 19:32:29,DELIVERED,NORTH
161,529,2024-07-10 18:31:13,CANCELLED,WEST
162,546,2025-09-21 13:59:36,PLACED,SOUTH
163,152,2024-09-03 04:47:43,CANCELLED,WEST
164,66,2025-10-11 06:54:26,SHIPPED,SOUTH
165,242,2025-02-19 07:07:09,SHIPPED,EAST
166,447,2025-03-08 20:57:02,SHIPPED,NORTH
167,285,2025-11-05 17:11:41,RETURNED,WEST
168,57,2024-03-26 10:38:19,RETURNED,WEST
169,93,2025-02-10 23:53:08,DELIVERED,CENTRAL
170,535,2025-11-11 18:49:59,DELIVERED,NORTH
171,126,2024-11-16 10:53:37,CANCELLED,SOUTH
172,224,2024-05-27 03:11:13,DELIVERED,EAST
173,58,2025-05-17 17:23:44,SHIPPED,WEST
174,253,2024-10-11 04:23:30,CANCELLED,NORTH
175,36,2025-11-09 01:44:58,SHIPPED,CENTRAL
176,372,2025-12-02 03:34:55,DELIVERED,NORTH
177,403,2024-09-18 09:05:59,SHIPPED,SOUTH
178,165,2025-03-25 20:20:56,DELIVERED,NORTH
179,83,2025-05-18 15:47:26,SHIPPED,WEST
180,103,2024-06-13 00:00:00,DELIVERED,CENTRAL
181,465,2025-12-12 00:48:03,SHIPPED,WEST
182,140,2024-01-04 12:12:40,DELIVERED,NORTH
183,529,2025-12-31 20:48:08,DELIVERED,EAST
184,137,2024-09-23 05:43:37,DELIVERED,SOUTH
185,377,2024-07-05 12:56:24,CANCELLED,SOUTH
186,,2024-01-24 17:41:39,RETURNED,WEST
187,173,2024-02-20 12:39:27,PLACED,EAST
188,121,2024-01-15 22:33:27,RETURNED,WEST
189,209,2024-07-14 08:18:47,PLACED,SOUTH
190,290,2025-11-24 06:26:11,PLACED,EAST
191,242,2025-09-24 14:58:15,DELIVERED,WEST
192,481,2024-05-16 10:44:25,DELIVERED,WEST
193,263,2024-03-15 00:00:00,RETURNED,WEST
194,47,2024-01-06 08:32:39,RETURNED,EAST
195,43,2025-08-17 05:16:10,RETURNED,WEST
196,325,2025-12-28 16:27:09,SHIPPED,SOUTH
197,288,2025-01-04 13:18:57,DELIVERED,EAST
198,447,2024-06-17 10:47:31,SHIPPED,WEST
199,153,2024-02-25 07:11:02,SHIPPED,WEST
200,507,2024-02-11 14:22:45,DELIVERED,NORTH
201,152,2024-05-06 11:05:13,SHIPPED,SOUTH
202,280,2025-07-30 21:37:13,RETURNED,CENTRAL
203,185,2025-03-02 02:15:49,PLACED,EAST
204,,2025-11-28 21:07:25,RETURNED,NORTH
205,158,2024-01-30 02:29:53,DELIVERED,EAST
206,6,2024-12-03 01:41:39,SHIPPED,CENTRAL
207,50,2025-10-21 00:00:00,PLACED,CENTRAL
208,409,2024-09-18 05:15:49,PLACED,SOUTH
209,413,2024-10-18 20:48:41,SHIPPED,WEST
210,318,2025-12-02 19:08:22,CANCELLED,CENTRAL
211,457,2025-02-01 15:17:36,PLACED,WEST
212,191,2025-03-20 00:00:00,SHIPPED,WEST
213,159,2025-05-22 16:40:41,SHIPPED,WEST
214,490,2024-11-03 04:08:43,CANCELLED,CENTRAL
215,49,2025-07-18 02:58:02,DELIVERED,WEST
216,260,2024-12-29 08:37:05,PLACED,WEST
217,187,2025-02-06 01:05:26,SHIPPED,CENTRAL
218,461,2025-09-30 08:21:58,SHIPPED,SOUTH
219,266,2025-11-20 00:00:00,DELIVERED,NORTH
220,489,2025-04-16 22:25:55,DELIVERED,WEST
221,370,2025-12-08 21:44:43,SHIPPED,SOUTH
222,196,2024-04-24 00:44:12,SHIPPED,SOUTH
223,447,2025-10-03 17:12:05,DELIVERED,WEST
224,120,2024-06-19 04:47:44,DELIVERED,NORTH
225,249,2024-07-25 09:36:53,PLACED,NORTH
226,443,2025-03-01 15:47:37,DELIVERED,EAST
227,,2025-02-13 15:32:37,RETURNED,WEST
228,63,2025-06-24 00:27:36,PLACED,WEST
229,120,2025-05-21 19:41:22,DELIVERED,SOUTH
230,197,2025-04-25 11:28:14,DELIVERED,EAST
231,480,2024-05-14 09:46:45,DELIVERED,EAST
232,166,2025-09-28 06:18:44,DELIVERED,SOUTH
233,161,2025-09-12 15:06:50,RETURNED,EAST
234,49,2024-01-19 11:56:16,SHIPPED,CENTRAL
235,,2024-03-06 10:27:07,PLACED,SOUTH
236,349,2024-12-29 01:49:56,CANCELLED,CENTRAL
237,107,2025-12-24 01:59:28,RETURNED,NORTH
238,105,2025-07-29 01:32:06,PLACED,SOUTH
239,161,2024-10-26 22:28:48,DELIVERED,NORTH
240,373,2024-12-08 04:07:54,RETURNED,NORTH
241,486,2024-12-15 00:00:00,DELIVERED,WEST
242,252,2024-06-04 16:26:50,CANCELLED,WEST
243,470,2025-06-12 21:23:01,DELIVERED,CENTRAL
244,87,2024-12-12 10:25:49,PLACED,NORTH
245,155,2025-08-11 01:40:45,CANCELLED,EAST
246,312,2024-11-17 11:00:52,DELIVERED,SOUTH
247,457,2025-10-21 06:56:34,DELIVERED,WEST
248,415,2024-07-21 09:05:02,DELIVERED,SOUTH
249,291,2024-08-06 02:32:35,SHIPPED,SOUTH
250,,2025-07-06 18:16:15,SHIPPED,WEST
251,114,2024-03-02 11:16:40,PLACED,NORTH
252,6,2025-04-09 10:15:51,DELIVERED,CENTRAL
253,240,2024-12-24 09:18:42,DELIVERED,SOUTH
254,533,2024-09-10 03:20:33,CANCELLED,EAST
255,151,2025-12-29 00:00:00,PLACED,SOUTH
256,457,2024-03-20 11:43:33,DELIVERED,WEST
257,511,2025-10-13 13:28:44,DELIVERED,WEST
258,148,2025-06-01 04:31:45,RETURNED,CENTRAL
259,121,2025-12-12 00:00:00,SHIPPED,CENTRAL
260,122,2025-09-08 13:07:07,SHIPPED,CENTRAL
261,381,2024-11-08 11:19:18,DELIVERED,SOUTH
262,432,2024-02-19 09:56:18,CANCELLED,WEST
263,,2025-07-14 00:00:00,DELIVERED,EAST
264,346,2025-01-21 15:53:46,PLACED,SOUTH
265,472,2025-04-05 21:28:09,SHIPPED,CENTRAL
266,420,2025-01-31 07:57:25,PLACED,WEST
267,91,2024-06-18 22:01:36,DELIVERED,EAST
268,127,2025-10-21 17:05:12,DELIVERED,NORTH
269,535,2024-07-12 00:00:00,DELIVERED,CENTRAL
270,20,2024-10-08 06:15:53,CANCELLED,WEST
271,547,2025-09-13 00:00:00,CANCELLED,NORTH
272,185,2025-02-28 00:55:33,SHIPPED,NORTH
273,173,2024-10-19 04:11:16,SHIPPED,WEST
274,61,2025-09-21 10:11:01,SHIPPED,NORTH
275,423,2024-11-27 08:24:52,PLACED,SOUTH
276,243,2025-05-19 16:48:32,PLACED,NORTH
277,417,2024-03-08 15:01:26,RETURNED,NORTH
278,104,2024-09-09 17:41:50,DELIVERED,WEST
279,513,2024-07-27 04:23:34,DELIVERED,CENTRAL
280,463,2024-02-12 00:52:29,DELIVERED,SOUTH
281,,2025-05-08 08:38:16,DELIVERED,EAST
282,218,2025-08-22 16:18:02,DELIVERED,NORTH
283,405,2025-12-16 03:53:08,RETURNED,WEST
284,517,2024-11-21 21:21:40,DELIVERED,WEST
285,330,2024-12-15 06:29:38,RETURNED,SOUTH
286,3,2025-09-15 00:00:00,SHIPPED,CENTRAL
287,501,2025-02-06 17:05:50,DELIVERED,CENTRAL
288,,2025-11-18 14:43:07,CANCELLED,CENTRAL
289,182,2025-12-14 00:07:29,SHIPPED,NORTH
290,21,2024-10-14 21:58:45,PLACED,CENTRAL
291,227,2024-08-27 15:23:02,RETURNED,CENTRAL
292,201,2025-10-15 12:07:55,DELIVERED,SOUTH
293,180,2024-03-07 00:00:00,SHIPPED,CENTRAL
294,536,2024-10-07 00:00:00,RETURNED,CENTRAL
295,465,2024-01-03 13:41:43,PLACED,EAST
296,417,2024-10-07 03:43:33,DELIVERED,NORTH
297,230,2024-02-18 08:58:26,SHIPPED,WEST
298,84,2025-08-08 00:47:14,DELIVERED,NORTH
299,202,2024-06-17 10:19:04,PLACED,WEST
300,25,2025-08-29 20:59:21,SHIPPED,WEST
301,349,2024-02-25 10:33:50,PLACED,CENTRAL
302,98,2025-10-02 00:00:00,PLACED,NORTH
303,67,2024-05-10 01:58:51,SHIPPED,WEST
304,58,2025-07-26 01:18:54,PLACED,WEST
305,11,2025-04-09 12:29:50,DELIVERED,NORTH
306,27,2025-04-09 16:21:37,PLACED,CENTRAL
307,199,2025-08-09 04:40:32,DELIVERED,CENTRAL
308,249,2024-05-20 01:03:08,DELIVERED,EAST
309,150,2024-05-30 15:19:38,DELIVERED,NORTH
310,149,2024-02-28 07:32:52,CANCELLED,WEST
311,206,2025-10-17 06:50:04,DELIVERED,WEST
312,340,2025-08-15 18:21:39,SHIPPED,NORTH
313,44,2025-05-22 07:58:00,DELIVERED,WEST
314,245,2025-05-07 23:49:52,DELIVERED,SOUTH
315,7,2025-01-06 00:00:00,PLACED,EAST
316,369,2024-02-14 00:12:12,SHIPPED,EAST
317,348,2025-07-21 00:00:00,CANCELLED,NORTH
318,,2025-11-24 04:24:41,PLACED,SOUTH
319,246,2025-01-13 11:42:10,RETURNED,CENTRAL
320,67,2024-05-01 04:56:59,SHIPPED,CENTRAL
321,384,2024-11-21 19:27:40,PLACED,CENTRAL
322,549,2024-10-28 00:00:00,DELIVERED,SOUTH
323,501,2024-08-02 23:05:50,DELIVERED,NORTH
324,398,2025-10-22 16:23:31,SHIPPED,EAST
325,495,2025-05-21 15:17:37,RETURNED,CENTRAL
326,213,2024-08-12 06:28:55,SHIPPED,WEST
327,161,2025-01-18 08:35:05,PLACED,WEST
328,236,2025-08-20 01:29:32,DELIVERED,WEST
329,377,2025-05-24 00:00:00,DELIVERED,EAST
330,368,2024-03-25 09:53:32,DELIVERED,EAST
331,101,2024-05-01 02:23:02,SHIPPED,EAST
332,282,2024-07-14 22:38:08,DELIVERED,CENTRAL
333,9,2024-11-02 09:52:22,DELIVERED,WEST
334,13,2025-04-28 20:32:48,CANCELLED,SOUTH
335,215,2025-04-30 07:33:37,DELIVERED,WEST
336,88,2024-11-16 06:27:49,DELIVERED,WEST
337,31,2025-01-18 04:36:55,RETURNED,NORTH
338,364,2024-12-13 07:26:27,DELIVERED,CENTRAL
339,24,2025-08-04 01:59:08,RETURNED,EAST
340,401,2025-01-25 06:25:04,SHIPPED,NORTH
341,463,2025-10-16 09:05:10,DELIVERED,NORTH
342,501,2024-01-28 05:12:04,DELIVERED,SOUTH
343,537,2024-03-12 14:03:23,SHIPPED,WEST
344,114,2024-05-12 17:26:30,DELIVERED,SOUTH
345,211,2024-11-13 13:52:45,SHIPPED,CENTRAL
346,208,2025-05-29 22:43:29,PLACED,SOUTH
347,409,2025-09-11 07:33:21,CANCELLED,WEST
348,41,2024-04-03 09:41:56,SHIPPED,EAST
349,180,2025-03-01 07:11:57,DELIVERED,WEST
350,188,2025-12-16 18:06:25,PLACED,SOUTH
351,299,2025-11-13 02:44:46,SHIPPED,WEST
352,125,2025-01-12 02:48:06,DELIVERED,WEST
353,259,2024-07-31 00:00:00,DELIVERED,WEST
354,409,2024-07-18 12:02:00,DELIVERED,SOUTH
355,476,2025-05-11 14:04:05,SHIPPED,WEST
356,286,2024-06-14 05:53:01,SHIPPED,NORTH
357,401,2024-06-21 00:00:00,SHIPPED,WEST
358,222,2024-02-05 21:34:13,PLACED,CENTRAL
359,106,2025-02-03 00:00:00,PLACED,WEST
360,256,2025-01-18 00:00:00,PLACED,NORTH
361,197,2025-11-27 21:04:14,PLACED,SOUTH
362,46,2025-03-01 16:06:52,DELIVERED,SOUTH
363,405,2025-03-14 03:14:13,SHIPPED,NORTH
364,324,2024-01-13 12:13:29,DELIVERED,EAST
365,378,2024-02-14 02:56:13,DELIVERED,WEST
366,105,2025-12-30 17:50:59,SHIPPED,NORTH
367,398,2025-11-25 22:08:21,DELIVERED,EAST
368,494,2024-03-10 10:01:38,DELIVERED,CENTRAL
369,239,2025-05-30 18:45:00,DELIVERED,NORTH
370,439,2024-09-06 19:05:03,DELIVERED,SOUTH
371,210,2025-10-19 01:15:59,RETURNED,WEST
372,337,2024-05-17 08:20:41,PLACED,WEST
373,296,2024-01-25 07:54:46,SHIPPED,CENTRAL
374,255,2025-12-04 22:46:14,DELIVERED,EAST
375,7,2024-03-07 00:00:00,RETURNED,SOUTH
376,178,2025-08-29 17:53:50,SHIPPED,NORTH
377,479,2024-11-14 05:46:12,SHIPPED,SOUTH
378,460,2025-10-12 06:17:55,PLACED,EAST
379,172,2025-04-27 14:27:32,DELIVERED,SOUTH
380,494,2024-01-21 00:00:00,RETURNED,EAST
381,157,2025-07-20 23:11:16,SHIPPED,EAST
382,493,2024-03-14 10:08:45,SHIPPED,SOUTH
383,,2025-05-27 23:46:23,RETURNED,WEST
384,383,2025-01-28 15:19:41,PLACED,NORTH
385,128,2025-01-29 18:10:12,RETURNED,EAST
386,501,2025-10-12 00:00:00,DELIVERED,WEST
387,249,2025-05-04 01:58:52,DELIVERED,NORTH
388,152,2024-09-24 19:29:43,SHIPPED,CENTRAL
389,166,2024-01-13 03:49:05,RETURNED,WEST
390,83,2025-06-14 06:56:27,DELIVERED,EAST
391,546,2025-11-05 12:37:19,DELIVERED,NORTH
392,353,2024-05-26 08:47:13,DELIVERED,EAST
393,,2024-06-21 00:00:00,DELIVERED,CENTRAL
394,296,2025-03-17 05:11:23,PLACED,WEST
395,113,2025-04-06 18:52:13,PLACED,SOUTH
396,197,2024-09-22 13:28:40,PLACED,SOUTH
397,88,2025-01-21 03:17:04,DELIVERED,WEST
398,104,2024-01-10 01:17:48,DELIVERED,NORTH
399,535,2024-01-08 12:38:33,DELIVERED,WEST
400,346,2025-09-10 13:21:23,SHIPPED,EAST
401,370,2025-11-12 00:00:00,DELIVERED,EAST
402,4,2025-04-12 22:25:46,RETURNED,NORTH
403,544,2024-10-13 22:48:52,DELIVERED,WEST
404,193,2024-01-04 00:00:00,DELIVERED,NORTH
405,334,2025-11-25 14:14:38,DELIVERED,NORTH
406,488,2025-11-05 22:57:06,SHIPPED,SOUTH
407,533,2025-08-08 22:32:02,DELIVERED,EAST
408,479,2024-06-21 14:07:30,SHIPPED,SOUTH
409,92,2024-04-18 13:45:01,RETURNED,WEST
410,226,2024-09-20 21:30:57,DELIVERED,CENTRAL
411,504,2024-04-02 22:21:55,DELIVERED,CENTRAL
412,352,2025-01-21 22:47:47,DELIVERED,CENTRAL
413,448,2024-08-26 07:16:07,PLACED,EAST
414,193,2024-04-28 18:23:08,RETURNED,CENTRAL
415,319,2024-03-04 18:34:12,RETURNED,EAST
416,130,2025-06-16 21:38:37,DELIVERED,CENTRAL
417,324,2024-05-28 09:53:14,DELIVERED,CENTRAL
418,36,2025-09-05 10:19:32,PLACED,CENTRAL
419,221,2025-05-21 00:00:00,CANCELLED,SOUTH
420,216,2024-08-18 22:47:03,DELIVERED,WEST
421,307,2025-11-06 05:01:35,DELIVERED,WEST
422,401,2025-02-04 02:33:46,DELIVERED,SOUTH
423,404,2024-04-09 04:20:48,CANCELLED,NORTH
424,312,2025-04-13 20:10:36,DELIVERED,EAST
425,215,2024-08-11 23:12:47,DELIVERED,CENTRAL
426,152,2025-01-20 13:43:53,PLACED,EAST
427,184,2024-02-23 03:32:41,DELIVERED,SOUTH
428,414,2024-09-07 01:07:15,SHIPPED,CENTRAL
429,385,2025-12-09 21:42:05,CANCELLED,WEST
430,456,2025-01-11 00:00:00,DELIVERED,CENTRAL
431,492,2024-10-07 22:47:06,SHIPPED,WEST
432,445,2024-11-01 18:08:06,DELIVERED,CENTRAL
433,21,2025-02-07 17:52:34,DELIVERED,NORTH
434,128,2024-07-31 21:57:07,DELIVERED,SOUTH
435,,2025-04-02 10:07:02,SHIPPED,SOUTH
436,263,2024-02-05 02:07:32,RETURNED,SOUTH
437,1,2024-09-11 09:02:33,SHIPPED,CENTRAL
438,503,2025-12-12 10:33:58,DELIVERED,CENTRAL
439,102,2025-11-09 01:15:02,SHIPPED,SOUTH
440,222,2025-08-28 11:17:08,DELIVERED,CENTRAL
441,391,2025-10-27 00:00:00,SHIPPED,WEST
442,147,2025-07-02 06:04:40,RETURNED,SOUTH
443,524,2025-09-11 05:26:52,RETURNED,WEST
444,254,2024-03-20 08:07:34,DELIVERED,NORTH
445,92,2025-01-06 10:49:17,DELIVERED,EAST
446,,2025-01-21 07:24:06,PLACED,CENTRAL
447,314,2025-08-25 15:06:33,DELIVERED,EAST
448,102,2024-02-19 05:20:48,SHIPPED,CENTRAL
449,413,2025-05-03 00:00:00,DELIVERED,SOUTH
450,147,2025-01-22 00:00:00,DELIVERED,EAST
451,256,2025-11-25 19:26:45,DELIVERED,EAST
452,515,2024-10-20 08:27:33,CANCELLED,SOUTH
453,90,2024-11-08 13:49:20,DELIVERED,NORTH
454,96,2024-06-18 18:03:05,DELIVERED,WEST
455,11,2025-03-10 21:32:59,DELIVERED,CENTRAL
456,546,2025-12-15 03:25:00,RETURNED,NORTH
457,548,2024-12-19 07:47:42,CANCELLED,CENTRAL
458,44,2025-09-13 14:10:43,DELIVERED,SOUTH
459,376,2024-05-16 16:22:03,DELIVERED,EAST
460,347,2025-11-26 07:53:34,CANCELLED,EAST
461,301,2024-09-28 06:00:47,DELIVERED,EAST
462,528,2024-02-06 14:57:39,PLACED,NORTH
463,337,2024-11-01 11:06:00,DELIVERED,WEST
464,104,2025-03-17 15:12:05,CANCELLED,WEST
465,500,2024-01-08 04:49:42,DELIVERED,EAST
466,439,2024-07-05 17:51:17,DELIVERED,WEST
467,363,2025-03-20 00:22:56,SHIPPED,SOUTH
468,137,2025-02-08 13:47:21,SHIPPED,SOUTH
469,273,2024-05-01 13:31:35,DELIVERED,SOUTH
470,410,2025-05-28 23:59:47,DELIVERED,NORTH
471,22,2024-05-09 00:00:00,DELIVERED,NORTH
472,351,2025-03-15 19:47:00,SHIPPED,WEST
473,440,2024-09-10 19:09:46,SHIPPED,NORTH
474,254,2025-11-13 13:12:30,CANCELLED,CENTRAL
475,194,2025-08-28 20:40:09,PLACED,NORTH
476,197,2024-05-29 13:01:39,CANCELLED,WEST
477,314,2025-12-17 20:14:14,DELIVERED,CENTRAL
478,53,2024-11-07 03:17:23,DELIVERED,WEST
479,49,2024-07-05 01:00:03,SHIPPED,EAST
480,104,2025-03-17 05:16:31,SHIPPED,NORTH
481,134,2024-12-05 11:47:51,DELIVERED,CENTRAL
482,244,2025-10-27 08:13:37,CANCELLED,SOUTH
483,124,2024-02-12 18:58:56,SHIPPED,WEST
484,77,2025-07-13 19:21:19,RETURNED,SOUTH
485,158,2024-02-14 04:12:26,SHIPPED,CENTRAL
486,375,2025-04-04 20:45:07,PLACED,WEST
487,516,2024-01-23 05:38:17,PLACED,NORTH
488,63,2025-12-11 06:47:52,DELIVERED,CENTRAL
