item_id,order_id,product_id,quantity,unit_price,discount_percent
130,54,274,1,6114.22,0
131,55,518,2,2276.65,5
132,56,319,2,6752.78,0
133,56,89,3,1029.95,25
134,56,187,5,796.48,0
135,56,174,1,4770.07,0
136,57,316,2,3736.76,5
137,58,183,2,3096.55,10
138,58,193,3,2592.77,5
139,59,271,2,2429.97,25
140,59,461,1,4671.7,15
141,59,160,2,6694.32,20
142,60,213,4,6506.18,10
143,60,93,3,4079.75,10
144,61,191,3,2160.68,0
145,61,387,4,4735.88,15
146,62,163,3,5072.83,0
147,63,192,4,5218.26,0
148,63,23,3,3788.05,0
149,63,446,4,3705.92,50
150,63,346,4,2024.35,15
151,64,520,4,7769.05,5
152,64,411,1,6215.17,50
153,64,204,-5,4146.41,10
154,64,56,5,1126.14,15
155,65,470,3,1217.54,15
156,66,177,2,5303.01,5
157,66,448,3,1558.29,5
158,66,384,1,1317.69,30
159,66,404,1,2823.22,25
160,67,99,4,6667.64,5
161,67,410,4,6128.05,0
162,68,404,3,5869.94,20
163,68,28,5,3957.64,50
164,68,378,2,1507.46,5
165,69,408,3,112.57,50
166,69,46,1,1190.83,5
167,69,185,2,833.52,20
168,70,36,2,3155.84,25
169,70,408,3,3431.72,0
170,70,355,5,3772.89,0
171,70,165,1,3295.34,0
172,71,12,2,3133.52,25
173,71,56,4,5394.54,20
174,71,462,3,5962.31,0
175,72,115,4,6768.93,15
176,72,82,2,4300.52,20
177,72,265,-2,7590.79,50
178,73,446,5,5848.27,25
179,73,472,1,414.77,25
180,74,436,1,5522.46,10
181,74,274,3,6157.99,0
182,74,333,2,3394.78,25
183,75,406,1,2922.23,0
184,75,149,2,4326.38,0
185,75,250,4,2270.1,25
186,76,104,1,3045.08,0
187,76,310,4,5830.65,15
188,76,82,4,1553.05,10
189,76,268,4,6369.79,50
190,77,51,5,6848.52,5
191,77,282,3,1800.15,20
192,77,409,2,5404.37,50
193,78,425,3,3316.74,0
194,78,100,2,3753.29,15
195,79,295,-2,2664.41,0
196,79,337,5,4744.52,50
197,80,328,4,199.28,15
198,80,216,3,1299.05,25
199,80,413,5,5416.59,10
200,80,499,1,4613.38,0
201,81,312,1,7880.46,15
202,81,31,3,3666.84,25
203,81,442,2,1417.2,15
204,82,241,1,2342.71,25
205,82,127,4,1140.41,50
206,82,297,1,1769.31,0
207,82,419,2,6158.31,20
208,83,372,2,4834.06,15
209,83,515,1,5526.07,15
210,83,507,5,1878.28,20
211,84,410,3,3650.7,0
212,84,177,-3,6655.94,25
213,84,421,1,5259.52,20
214,84,516,2,4989.12,0
215,85,333,5,3329.32,0
216,86,380,2,3828.12,0
217,86,198,1,7079.75,20
218,87,484,4,7009.74,0
219,87,212,2,2414.56,0
220,88,182,4,4865.67,5
221,88,340,4,978.14,50
222,88,8,2,5804.17,0
223,88,482,1,3310.14,30
224,89,124,1,7664.84,30
225,89,450,5,4319.95,0
226,89,41,4,572.31,20
227,89,439,3,7426.38,25
228,90,115,1,2173.74,50
229,91,495,3,2784.69,5
230,91,470,2,2707.2,0
231,92,339,2,2805.3,25
232,92,37,4,4589.03,50
233,92,380,2,2378.6,5
234,92,313,5,2400.62,0
235,93,151,4,1320.09,0
236,93,29,5,3135.39,5
237,93,266,2,1272.07,0
238,93,416,3,5989.11,30
239,94,514,5,7781.99,0
240,94,174,3,3086.03,25
241,94,15,5,3923.59,20
242,94,154,1,2543.54,5
243,95,366,5,6335.27,5
244,95,234,4,7310.35,0
245,95,338,2,359.44,0
246,96,82,3,4324.56,30
247,97,188,4,2058.98,10
248,98,273,2,3702.92,0
249,98,136,5,5970.57,0
250,99,489,1,2027.13,50
251,99,327,4,7064.96,0
252,99,488,1,1019.61,0
253,100,308,1,1798.45,25
254,100,454,-5,3495.07,0
255,101,1,5,4953.86,25
256,101,181,3,4850.7,25
257,102,271,5,2341.67,10
258,102,516,5,2274.78,30
259,102,500,3,980.61,0
260,103,168,3,4125.43,25
261,104,454,1,5416.51,0
262,104,199,3,4354.86,0
263,105,484,2,4064.06,15
264,106,332,3,1761.31,0
265,107,161,2,6307.91,0
266,107,427,3,7851.12,50
267,108,380,2,3828.66,10
268,108,461,2,5841.01,15
269,108,6,3,3208.98,20
270,109,468,1,2893.53,0
271,109,263,-3,5664.28,5
272,109,392,3,287.06,20
273,109,516,3,5938.23,5
274,110,492,3,2020.79,15
275,110,400,5,7771.95,0
276,110,385,4,7896.74,50
277,110,379,1,5153.07,10
278,111,333,3,1160.85,0
279,111,307,4,7004.21,50
280,111,336,5,795.24,5
281,111,299,5,5319.46,30
282,112,370,2,637.23,15
283,113,371,2,3799.78,25
284,113,262,3,7774.37,10
285,113,421,5,282.79,0
286,113,62,4,3942.22,0
287,114,335,1,7965.67,30
288,114,78,5,4641.04,0
289,114,163,5,4510.5,0
290,115,75,5,4919.25,5
291,116,339,3,7125.91,0
292,116,443,1,4644.27,25
293,116,400,1,2421.13,50
294,116,266,-1,2646.84,0
295,117,206,5,2680.29,25
296,117,157,5,7156.62,50
297,118,41,2,1534.54,0
298,118,323,2,7641.82,15
299,119,239,2,1389.98,10
300,119,127,2,315.64,25
301,120,390,1,5977.14,5
302,120,390,1,3253.51,5
303,120,519,5,833.53,0
304,120,124,5,1061.46,5
305,121,196,5,7963.32,20
306,121,490,2,6418.35,15
307,121,8,3,7564.69,0
308,121,364,4,3262.44,0
309,122,235,3,3529.78,10
310,122,17,1,6500.34,25
311,122,145,3,7188.92,0
312,123,144,2,1110.79,0
313,123,301,4,583.33,5
314,124,179,5,1344.11,0
315,124,374,5,5961.54,0
316,124,314,1,336.84,5
317,125,30,3,2194.93,15
318,125,148,1,7121.68,0
319,125,174,4,3078.59,50
320,125,95,2,2854.46,5
321,126,451,1,3857.95,20
322,126,319,2,6494.46,0
323,126,331,4,7232.78,0
324,126,490,5,4947.52,0
325,127,147,5,1832.56,0
326,127,290,2,5971.16,20
327,127,309,5,1887.16,0
328,127,274,3,3750.98,50
329,128,36,3,5323.49,50
330,128,15,4,6374.14,0
331,129,331,1,1978.85,20
332,129,193,1,3922.37,15
333,130,451,4,3680.23,10
334,130,346,1,5278.14,30
335,130,500,3,1571.92,15
336,130,270,5,862.38,15
337,131,130,3,300.77,30
338,132,303,2,6657.62,0
339,133,517,3,3545.7,0
340,133,200,2,7535.87,30
341,134,156,2,1669.55,15
342,134,372,5,4247.86,30
343,135,232,5,1354.12,0
344,135,208,2,7645.53,20
345,136,400,1,7596.3,10
346,136,330,5,7160.58,25
347,136,258,2,2469.95,0
348,137,61,2,4943.63,0
349,137,249,4,3899.36,0
350,137,199,4,5204.07,20
351,138,144,3,7710.52,10
352,138,211,4,5943.27,0
353,139,121,2,6108.62,0
354,139,483,5,910.64,50
355,139,466,2,2460.7,0
356,139,279,2,7834.04,15
357,140,437,4,2118.07,25
358,141,91,4,1874.6,0
359,141,507,5,6934.17,5
360,142,283,4,931.0,10
361,142,366,3,2697.75,10
362,142,249,-1,5733.46,25
363,142,107,5,4769.57,10
364,143,392,5,4568.4,50
365,143,98,1,4763.71,0
366,143,432,1,1985.05,50
367,143,472,4,414.93,25
368,144,27,4,5062.13,20
369,145,102,5,5081.12,15
370,145,260,3,6434.97,25
371,146,457,3,7728.15,10
372,146,165,1,5622.92,10
373,146,411,2,6921.51,15
374,147,361,2,6867.51,15
375,147,325,5,6460.73,5
376,147,321,3,5803.33,20
377,148,360,2,1696.98,25
378,148,173,3,7176.66,0
379,148,519,-3,1599.34,10
380,148,408,5,4523.38,0
381,149,270,2,5722.16,20
382,150,107,3,3234.38,20
383,150,231,3,7768.89,15
384,151,27,1,1324.59,10
385,151,252,4,5591.12,5
386,151,13,2,6511.05,0
387,151,495,3,264.11,50
388,152,423,4,7987.14,5
389,152,397,2,4689.08,50
390,152,442,3,7857.14,10
391,152,328,3,7411.5,5
392,153,132,1,1162.49,5
393,153,488,1,6295.33,30
394,153,234,5,6477.3,50
395,154,55,5,1869.31,10
396,154,67,4,4027.35,20
397,154,356,-2,3642.9,0
398,155,259,2,2899.86,10
399,155,406,1,3977.4,0
400,155,339,2,2547.62,10
401,155,148,2,7020.15,20
402,156,123,1,518.47,15
403,156,200,1,4285.2,0
404,156,186,2,6212.5,0
405,157,414,4,2721.14,0
406,158,188,4,3847.82,15
407,158,259,1,1501.55,20
408,158,233,4,2157.99,5
409,158,463,3,5100.76,15
410,159,61,5,7046.48,0
411,160,13,1,7712.44,30
412,160,384,1,2519.48,50
413,160,511,1,1589.01,50
414,161,384,5,2827.46,0
415,161,520,5,3581.51,0
416,162,124,4,406.32,30
417,162,172,3,951.42,0
418,163,346,4,1326.5,50
419,164,68,5,6294.09,0
420,164,193,3,1216.91,25
421,164,102,4,563.13,25
422,164,404,5,5272.95,30
423,165,300,3,3638.45,5
424,165,25,4,3078.83,25
425,166,314,1,3924.43,20
426,166,43,4,6188.85,0
427,166,178,2,2526.25,50
428,166,311,3,4320.91,0
429,167,183,2,4348.33,20
430,167,102,5,5623.55,5
431,167,75,4,7149.61,15
432,167,16,2,4612.05,50
433,168,5,4,5546.18,10
434,169,381,3,7897.98,5
435,169,265,4,1219.19,5
436,170,210,5,7226.49,10
437,170,387,3,180.8,20
438,170,260,3,1597.02,25
439,170,460,-5,5570.93,0
440,171,501,2,1003.6,0
441,171,408,1,2686.29,10
442,172,112,5,6858.51,10
443,172,89,1,7096.24,5
444,172,37,5,1686.23,30
445,173,189,4,1906.3,20
446,173,447,1,6470.63,5
447,173,43,5,5932.94,25
448,173,326,5,1592.86,5
449,174,180,-5,1306.41,10
450,175,390,4,5188.67,20
451,175,189,2,4094.2,5
452,175,452,2,5797.33,0
453,176,147,2,2373.67,0
454,177,18,1,614.54,30
455,177,380,5,5820.23,15
456,177,7,1,919.96,5
457,178,123,1,6528.28,50
458,178,76,2,378.04,30
459,178,396,1,7295.41,50
460,178,503,3,3155.46,5
461,179,157,3,5129.91,25
462,179,294,4,2945.07,0
463,179,165,2,3168.77,10
464,180,471,1,2468.88,0
465,180,412,4,4377.84,5
466,180,432,2,2888.24,20
467,181,475,4,3606.75,20
468,181,211,3,5356.45,0
469,181,373,2,1608.62,5
470,181,384,4,6135.41,20
471,182,464,2,3814.84,30
472,182,423,3,7650.29,50
473,182,394,1,2767.7,0
474,183,396,2,288.3,5
475,183,160,5,2259.23,50
476,183,422,4,6426.61,0
477,183,499,3,6957.44,0
478,184,100,5,4937.37,0
479,184,340,1,168.48,0
480,184,155,1,7224.25,5
481,185,458,3,2967.23,15
482,185,104,4,1484.22,10
483,186,420,2,1035.68,50
484,186,256,2,5066.59,10
485,187,139,2,866.84,0
486,188,372,4,1446.62,0
487,188,504,4,1536.49,0
488,188,379,5,2784.24,0
489,188,154,1,5029.85,20
490,189,364,2,2633.52,0
491,190,374,1,4763.55,0
492,190,25,3,2313.94,30
493,190,314,4,1418.37,5
494,190,280,3,3520.3,0
495,191,11,1,347.85,50
496,191,390,-5,3107.3,25
497,191,344,4,5408.04,20
498,191,417,3,6843.65,20
499,192,198,2,5781.03,30
500,192,87,4,758.12,25
501,192,132,3,7176.97,0
502,193,243,2,3049.77,0
503,194,73,-1,206.23,15
504,195,339,5,6983.66,25
505,195,205,1,543.71,0
506,196,444,2,7616.0,0
507,197,198,2,727.35,15
508,197,191,4,5695.08,25
509,198,454,3,4775.32,0
510,198,270,2,728.51,5
511,198,127,2,4645.93,5
512,198,167,1,6804.07,5
513,199,224,5,3357.03,10
514,199,8,4,2823.6,5
515,199,65,3,1373.99,0
516,199,441,4,5890.02,50
517,200,327,-4,5979.72,0
518,201,327,5,620.44,10
519,201,512,4,6506.63,15
520,201,234,3,2576.45,5
521,202,333,1,3336.89,25
522,202,157,4,7202.81,25
523,203,325,4,293.39,0
524,203,375,4,5094.32,20
525,204,155,4,5328.0,0
526,205,278,2,3191.2,0
527,205,311,3,4028.85,0
528,206,444,2,4893.92,25
529,206,362,4,1362.58,0
530,206,297,1,2653.93,25
531,207,427,2,4004.43,5
532,207,347,-4,2533.26,0
533,208,289,5,1062.59,0
534,208,379,3,6476.28,0
535,208,379,5,598.69,25
536,209,321,2,2676.98,5
537,209,340,4,4484.47,50
538,209,235,2,7727.24,50
539,209,501,5,6525.24,5
540,210,152,1,7057.75,20
541,210,273,5,4280.96,25
542,210,147,1,6241.72,10
543,210,229,3,566.27,5
544,211,150,3,5003.15,30
545,212,205,3,2581.93,30
546,212,303,2,4820.94,0
547,212,290,1,1640.05,30
548,213,306,4,6566.83,0
549,213,432,3,2439.22,0
550,214,458,3,7287.47,0
551,215,111,5,3608.7,15
552,215,465,3,1662.47,50
553,215,127,3,1115.43,0
554,215,146,1,4465.34,15
555,216,406,4,5068.23,15
556,216,290,2,6704.98,0
557,216,58,3,4591.38,30
558,217,105,4,636.37,0
559,217,369,5,5739.44,0
560,218,505,3,2814.23,0
561,218,159,4,4244.97,20
562,218,163,5,6533.48,25
563,219,25,3,546.46,30
564,220,157,2,433.19,5
565,221,20,5,3161.45,20
566,221,70,5,3988.6,20
567,222,504,2,1749.81,50
568,223,169,3,4694.51,15
569,224,289,2,158.06,50
570,224,207,3,4135.95,0
571,224,403,5,1646.6,10
572,224,416,1,3668.03,25
573,225,211,2,3160.87,0
574,225,220,2,5912.05,10
575,226,259,3,5217.86,5
576,226,186,2,2548.22,5
577,226,336,3,7579.68,20
578,227,492,4,1405.53,25
579,227,80,5,6380.53,5
580,227,52,5,102.14,0
581,227,456,1,7448.26,10
582,228,221,5,868.14,15
583,228,78,2,5960.59,15
584,228,123,3,276.92,0
585,228,124,3,3709.73,5
586,229,467,4,989.44,5
587,230,157,-3,4549.52,0
588,230,39,2,5456.35,0
589,230,14,4,3779.04,0
590,231,491,1,7023.37,10
591,232,241,-3,2248.5,5
592,232,446,4,7967.12,0
593,233,373,2,5965.96,10
594,233,168,1,3704.43,25
595,233,150,3,3033.05,30
596,233,412,3,2839.62,0
597,234,507,4,6161.77,0
598,234,260,5,7694.95,0
599,234,462,2,2933.48,25
600,235,350,1,7354.56,0
601,235,143,5,5983.87,50
602,236,514,4,3409.91,0
603,236,261,5,920.14,0
604,237,120,2,6323.02,25
605,237,405,3,6395.61,30
606,238,232,2,6023.63,0
607,238,1,4,5582.15,5
608,238,314,5,4012.1,0
609,238,99,2,2492.58,5
610,239,191,-1,2436.69,5
611,239,433,1,3675.53,0
612,240,398,-4,4820.73,15
613,240,490,3,3485.34,50
614,240,512,5,5465.03,0
615,241,101,3,5634.99,20
616,241,503,4,4999.83,15
617,241,487,1,7705.87,0
618,242,466,5,2038.58,0
619,242,36,4,2006.89,25
620,242,222,3,6239.59,25
621,243,519,-1,1114.23,0
622,243,398,4,1531.74,10
623,243,121,5,484.85,50
624,243,167,5,7227.87,10
625,244,79,3,3471.18,0
626,245,386,4,144.97,0
627,245,506,1,1865.04,50
628,246,104,4,7589.53,0
629,246,25,2,5948.82,50
630,247,378,4,5621.48,0
631,247,447,5,3841.9,10
632,247,270,5,628.81,0
633,247,141,3,4106.2,5
634,248,457,1,4606.32,5
635,249,424,5,627.87,0
636,249,308,1,1934.76,0
637,249,62,2,3186.61,15
638,250,10,1,2200.51,30
639,251,219,2,2025.04,25
640,251,102,2,3878.38,5
641,251,73,2,5103.83,30
642,252,490,2,1248.68,0
643,252,253,5,673.46,0
644,253,62,3,6641.01,20
645,253,29,4,2631.85,20
646,253,461,2,7453.16,20
647,253,491,5,1875.3,0
648,254,77,2,4217.94,25
649,254,87,4,3396.8,30
650,254,403,2,415.59,10
651,254,311,3,6473.81,15
652,255,396,3,3812.3,25
653,255,141,5,7395.29,50
654,255,65,4,5562.25,15
655,256,234,3,7010.54,50
656,256,196,3,2660.9,5
657,256,422,3,1615.59,15
658,257,143,3,5390.51,5
659,257,329,3,5519.24,30
660,257,121,2,4695.82,0
661,258,188,2,6340.57,15
662,258,471,4,3193.88,10
663,258,259,5,2112.33,0
664,259,69,4,7872.55,0
665,260,284,3,3692.61,30
666,260,438,5,1673.6,0
667,261,123,5,3553.66,15
668,261,43,2,2954.55,0
669,261,131,1,4433.08,10
670,261,41,1,5525.12,5
671,262,292,1,7817.01,10
672,263,274,2,4984.66,50
673,263,325,5,1967.26,0
674,263,209,2,7734.56,20
675,263,277,5,7640.34,0
676,264,248,1,6778.52,5
677,264,287,4,7145.89,5
678,264,396,-1,5402.18,20
679,264,419,4,892.9,0
680,265,390,4,7116.14,50
681,265,448,1,2246.61,25
682,265,398,5,263.65,30
683,265,387,4,3046.39,0
684,266,281,4,2582.27,20
685,266,481,2,7197.78,20
686,267,23,5,5610.89,25
687,268,447,5,3109.67,25
688,268,357,4,806.74,10
689,268,491,2,7301.63,10
690,268,201,2,6843.81,30
691,269,163,4,6109.61,0
692,270,262,5,495.51,0
693,271,191,2,6882.15,10
694,271,238,2,1416.37,0
695,271,296,1,4623.61,0
696,271,242,5,3443.79,0
697,272,276,2,708.67,0
698,273,184,5,3754.04,15
699,273,334,2,1575.77,0
700,274,59,3,263.67,30
701,274,136,4,481.92,0
702,275,474,5,4633.53,10
703,275,166,2,5710.65,5
704,276,472,1,1173.64,10
705,277,478,4,5837.26,30
706,277,258,5,4883.59,20
707,277,130,5,1418.47,25
708,277,306,1,4838.41,15
709,278,383,5,3122.32,10
710,279,446,3,6027.46,5
711,280,310,4,6345.14,0
712,280,450,4,229.39,5
713,281,210,4,5731.83,15
714,281,150,4,7680.99,5
715,281,396,1,519.64,25
716,282,489,1,2902.72,30
717,282,70,1,6962.17,25
718,282,170,3,2551.7,30
719,282,277,1,1252.92,30
720,283,25,1,5082.33,15
721,284,335,4,4942.12,15
722,284,127,3,6429.67,50
723,284,38,4,3523.92,30
724,284,158,5,4574.17,0
725,285,148,3,3574.91,10
726,285,394,2,1651.04,50
727,285,13,3,430.94,10
728,285,156,2,4597.43,20
729,286,1,5,7924.37,5
730,286,68,1,395.94,25
731,286,117,2,7851.46,25
732,286,382,1,6512.35,15
733,287,335,3,4428.61,15
734,287,286,5,5487.46,50
735,287,445,5,2037.84,0
736,287,511,4,7525.53,10
737,288,110,1,2472.71,10
738,288,255,2,6771.46,5
739,288,518,4,7415.81,30
740,288,340,3,3258.82,50
741,289,322,1,5022.16,0
742,289,425,1,6538.98,0
743,289,122,4,2736.91,15
744,290,220,2,7982.61,20
745,290,169,4,1957.38,5
746,290,85,3,2684.43,20
747,291,439,1,5925.7,0
748,292,53,1,6369.36,0
749,292,376,1,358.21,10
750,292,318,3,791.41,0
751,292,41,3,7970.89,0
752,293,111,2,7186.74,25
753,294,292,5,6711.11,0
754,294,162,2,4888.73,10
755,294,33,5,4891.22,10
756,295,368,3,5589.78,25
757,295,429,5,5262.57,20
758,295,216,2,6792.27,15
759,295,82,2,5655.55,0
760,296,130,5,1266.67,25
761,297,245,1,2728.55,15
762,297,310,4,1068.69,30
763,298,197,4,2977.25,20
764,298,399,3,347.9,10
765,299,461,4,7735.76,15
766,299,323,2,5987.72,20
767,300,426,1,1397.02,10
768,300,44,1,7908.11,0
769,301,208,2,4013.33,10
770,301,352,2,6189.79,15
771,302,207,-3,3914.11,30
772,302,281,2,5474.81,30
773,302,202,5,4277.01,50
774,303,298,1,5780.95,30
775,303,341,5,3705.85,10
776,303,486,1,5053.64,0
777,303,237,4,7321.43,50
778,304,235,5,2191.13,0
779,304,235,5,2196.39,30
780,304,407,1,6589.91,5
781,305,427,4,701.24,10
782,306,53,5,5888.73,10
783,307,119,5,5324.18,10
784,307,182,2,3173.31,15
785,307,82,5,212.27,20
786,307,102,3,7577.97,0
787,308,426,3,2409.3,10
788,308,371,2,1712.34,0
789,309,71,3,4384.32,30
790,310,246,2,6838.94,0
791,311,346,3,995.63,25
792,312,126,5,6258.35,25
793,313,362,5,757.82,0
794,313,19,2,1595.47,10
795,313,65,5,6367.15,0
796,313,199,2,1366.68,30
797,314,107,-3,6842.7,20
798,314,195,5,3279.43,0
799,314,233,5,6210.36,0
800,314,378,4,3717.04,15
801,315,364,1,1585.84,50
802,315,426,1,7477.97,15
803,316,120,3,773.28,0
804,317,123,4,7969.47,15
805,317,252,5,6310.56,15
806,318,57,5,2418.27,0
807,318,389,3,7987.38,10
808,318,373,2,6812.92,0
809,319,27,4,2468.58,0
810,320,103,3,835.3,0
811,320,326,3,7799.65,15
812,320,238,1,1777.25,0
813,321,82,3,6109.01,30
814,322,42,5,893.44,20
815,322,276,3,3419.35,15
816,322,5,1,845.09,50
817,323,110,4,6495.05,20
818,324,84,2,4533.4,5
819,324,107,3,5223.04,50
820,324,174,1,5857.11,0
821,325,193,-4,4231.5,10
822,325,398,4,569.04,5
823,326,422,5,1176.06,50
824,326,431,5,2067.34,0
825,327,196,5,7824.75,20
826,327,123,3,4655.27,50
827,327,48,2,417.63,5
828,328,3,4,1823.27,0
829,329,350,1,208.7,0
830,329,378,2,1261.2,0
831,330,455,4,4199.04,10
832,330,362,2,1252.73,20
833,330,502,2,6879.1,5
834,331,475,3,2091.68,20
835,331,470,2,7122.6,0
836,331,145,5,3365.89,10
837,331,485,3,3466.6,0
838,332,461,5,2495.25,5
839,333,165,3,7711.71,10
840,333,241,4,7247.97,0
841,334,149,4,7593.27,30
842,334,102,1,3029.59,10
843,334,414,3,4180.2,10
844,334,248,1,7661.52,0
845,335,188,3,6086.12,30
846,335,336,4,126.63,0
847,335,199,5,2796.24,25
848,336,258,1,5794.96,20
849,336,366,3,5067.89,50
850,337,333,4,1650.52,5
851,338,342,3,6095.52,30
852,339,106,2,4543.24,0
853,339,210,5,1927.31,0
854,339,106,4,7968.05,0
855,339,224,5,1172.2,5
856,340,419,1,192.41,50
857,340,215,1,5179.85,25
858,340,96,1,1970.01,0
859,341,46,5,5069.95,5
860,341,502,4,4374.49,0
861,341,91,2,7111.0,0
862,342,366,5,3474.14,15
863,342,22,4,1397.93,0
864,343,184,2,1339.94,0
865,343,472,2,1661.39,10
866,343,33,1,1882.44,0
867,344,443,2,6077.06,10
868,345,8,1,1356.64,20
869,345,112,2,4310.93,20
870,346,446,2,1314.54,0
871,347,338,2,4210.07,30
872,347,221,4,7978.02,30
873,348,286,4,6709.85,25
874,348,201,3,1791.76,0
875,348,94,4,6203.21,25
876,348,236,5,5586.69,0
877,349,139,5,7283.73,50
878,350,247,5,7018.81,0
879,351,248,5,4395.0,0
880,352,341,3,838.94,10
881,353,144,2,3975.02,5
882,353,453,2,806.13,0
883,354,472,4,4419.14,15
884,355,12,3,2767.68,0
885,355,86,1,5557.98,0
886,356,84,2,6482.98,50
887,356,450,1,3898.16,0
888,356,27,5,552.26,50
889,357,297,3,5410.21,30
890,357,489,3,771.82,0
891,358,180,4,6167.1,0
892,358,389,3,6327.65,15
893,358,46,4,3534.05,0
894,359,354,1,7097.76,20
895,360,154,1,4175.54,30
896,360,153,4,1071.24,20
897,360,51,3,7926.27,15
898,361,43,3,6302.61,20
899,361,417,5,5037.63,0
900,361,472,2,4856.61,50
901,362,190,1,6251.05,30
902,362,126,2,2215.7,0
903,362,6,4,4275.75,30
904,363,486,3,5185.84,30
905,363,388,4,2067.22,5
906,363,249,2,606.91,10
907,364,175,1,3260.65,10
908,364,418,5,5389.01,10
909,365,378,-2,7047.62,0
910,365,85,5,922.33,10
911,365,400,4,6594.09,10
912,366,44,3,3051.95,10
913,366,349,2,1909.72,15
914,367,87,3,6937.2,0
915,367,298,4,3348.41,10
916,368,513,2,3010.14,30
917,369,64,3,7782.56,25
918,369,299,3,5525.94,0
919,370,199,2,1750.6,15
920,370,405,5,2589.08,0
921,371,466,2,811.46,50
922,371,50,5,7040.91,0
923,372,505,2,5083.9,5
924,372,41,2,5187.82,5
925,373,518,1,7654.06,50
926,373,98,4,2686.78,20
927,373,9,4,6881.19,30
928,373,31,1,1748.76,0
929,374,14,3,984.92,0
930,375,271,4,5130.98,25
931,375,4,3,4808.97,20
932,376,60,4,6357.45,0
933,376,294,1,660.21,0
934,377,489,5,1927.66,30
